Model,Dataset,Latent Dim,Learning Rate,Epoch,Validation Loss,Train Loss
MaskedAutoencoderModel,Bottle,512,0.05,40,"[0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558, 0.3362557291984558]","[0.3271671916757311, 0.34230478746550425, 0.3418332657643727, 0.34178849841867176, 0.34217317615236553, 0.34141491992133005, 0.3423319842134203, 0.3421691358089447, 0.34159500896930695, 0.3421357572078705, 0.3421731633799417, 0.34239873928683145, 0.34145732862608774, 0.3422506345169885, 0.3422990356172834, 0.34189767709800173, 0.3416894780738013, 0.3420748646770205, 0.3417897139276777, 0.3421974650451115, 0.3418905500854765, 0.3423924893140793, 0.3423447332211903, 0.34288773579256876, 0.34213694078581675, 0.34213841600077494, 0.3418960613863809, 0.34240518723215374, 0.34138354446206776, 0.3422963193484715, 0.3423727793352945, 0.34213576146534513, 0.34239731090409414, 0.34213576572281973, 0.3422285382236753, 0.3422559393303735, 0.3424549869128636, 0.34252402612141203, 0.34171669823782785, 0.34163021402699606]"
MaskedAutoencoderModel,Bottle,64,0.01,40,"[0.12969716638326645, 0.0973331667482853, 0.058614255860447884, 0.01819571480154991, 0.013633526861667633, 0.007766717346385121, 0.007706258445978165, 0.006674622185528278, 0.0039208815433084965, 0.003833582508377731, 0.0030383700504899025, 0.002821078058332205, 0.002844758564606309, 0.0026108159217983484, 0.0028290707850828767, 0.0032204034505411983, 0.0023550797486677766, 0.002329633105546236, 0.0022012831177562475, 0.002231471356935799, 0.0024065820034593344, 0.002204393967986107, 0.002530378056690097, 0.0020760373445227742, 0.0020611826330423355, 0.0020266134524717927, 0.001991950091905892, 0.0025991653092205524, 0.0020053137559443712, 0.0021151165710762143, 0.0018887381884269416, 0.002011855482123792, 0.0020188672933727503, 0.0018445655587129295, 0.0018201360944658518, 0.002162076416425407, 0.0018529455410316586, 0.0019502334180288017, 0.001861944969277829, 0.0017504888237453997]","[0.1712291549359049, 0.12287221582872528, 0.0880485794373921, 0.032251182810536454, 0.016045576759747097, 0.009969332188900028, 0.006460014364815184, 0.005384704031582389, 0.0047417815242494854, 0.0034340871664296302, 0.003203608261953507, 0.00276023375668696, 0.0025061334516587003, 0.0025470750738999675, 0.002351276044334684, 0.0025099931185000707, 0.002415948364484523, 0.0022383928382103996, 0.0020647012362522738, 0.002205629483796656, 0.002063129679299891, 0.0019750116958415936, 0.002080007123627833, 0.001966906545151557, 0.0018509269741896009, 0.001803095593848931, 0.001773914588349206, 0.0018144159611048444, 0.0019664887388769004, 0.0018476939793410046, 0.0018190365850127169, 0.0017335640233276145, 0.001720528326196862, 0.0017169898076515114, 0.0016570451469825847, 0.0016694406513124704, 0.001707584863262517, 0.001591086878241705, 0.0016280354798904487, 0.0015802054549567401]"
MaskedAutoencoderModel,Bottle,128,0.01,40,"[0.07764632999897003, 0.06966867297887802, 0.017687488347291946, 0.00952309649437666, 0.0070118713192641735, 0.005768525646999478, 0.005117062013596296, 0.0047972004394978285, 0.004389609443023801, 0.0040055993013083935, 0.0037616618210449815, 0.003719719941727817, 0.0034898763988167048, 0.0034090819535776973, 0.0035568696912378073, 0.003225143998861313, 0.003130874130874872, 0.003164455993101001, 0.0036523204762488604, 0.0030740232905372977, 0.0028927185339853168, 0.0030416641384363174, 0.0031744549050927162, 0.0028160912916064262, 0.0026876344345510006, 0.0026939446106553078, 0.0027588624507188797, 0.0026256167329847813, 0.002701353281736374, 0.0028039435856044292, 0.0026470926823094487, 0.00258394458796829, 0.0024034184170886874, 0.0028069770196452737, 0.002700274810194969, 0.0024997692089527845, 0.002413130132481456, 0.002312832628376782, 0.0022975795436650515, 0.0022924914956092834]","[0.12757329057369912, 0.06363181956112385, 0.03299902120072927, 0.012544335930475168, 0.007745176420680114, 0.006002445738496525, 0.00506478118976312, 0.00454977377583938, 0.004217799004566457, 0.0038867066115407006, 0.003578725753219, 0.00341558938712946, 0.0033367398594106945, 0.0031726571531700237, 0.003078945696220866, 0.0032624691957607865, 0.002895603471967791, 0.002767566408562873, 0.0028501599029238734, 0.00292258317183171, 0.002712547130483602, 0.002595989183256669, 0.0026039183306108627, 0.002634907058174057, 0.002488666945802314, 0.0025005910844941226, 0.0024203663259478553, 0.002451735764874944, 0.0024181301040308817, 0.0023660617880523205, 0.002395267382131091, 0.0022817756980657578, 0.002258232079579362, 0.002179523164938603, 0.002529750461690128, 0.002211807154318584, 0.0021733762031154974, 0.002103402029855975, 0.0020637617230282296, 0.0020440211103829953]"
MaskedAutoencoderModel,Bottle,256,0.01,40,"[0.11018209159374237, 0.02545180544257164, 0.008915859274566174, 0.007505904184654355, 0.004336740355938673, 0.0031129070557653904, 0.002690457971766591, 0.0024437318788841367, 0.002252784906886518, 0.002232662634924054, 0.0023255422711372375, 0.001997771207243204, 0.0018948228098452091, 0.0018180746701546013, 0.0019105597166344523, 0.0017950449255295098, 0.0019943169318139553, 0.001743809087201953, 0.0016737780533730984, 0.0018827386666089296, 0.001585014455486089, 0.0019458606257103384, 0.0017382889636792243, 0.0016077820910140872, 0.0014608930214308202, 0.0016404708730988204, 0.0015989139792509377, 0.0014914124039933085, 0.0014324470539577305, 0.0014275821158662438, 0.0015415502712130547, 0.0013734576059505343, 0.0014839642099104822, 0.0013275113888084888, 0.0013890737318433821, 0.0013173528132028878, 0.0013315118267200887, 0.001401199318934232, 0.0013122535892762244, 0.0013449466787278652]","[0.13821902605039732, 0.060354371688195636, 0.01421969523653388, 0.01021741859481803, 0.006178175830947501, 0.0036171995369451387, 0.0027153739772204843, 0.002394729693021093, 0.002162760539379503, 0.0019838681827033205, 0.001967958440738065, 0.0019116119115746447, 0.001747901617948498, 0.00166997332624825, 0.0016090285332341278, 0.0016007546302197234, 0.0015446656616404653, 0.0015828997046420617, 0.0014504982807141329, 0.0014026678982190788, 0.0014213502706427658, 0.0013573618323009992, 0.0015185472937966032, 0.0014168208248780242, 0.0013036990920746966, 0.0012414080015982368, 0.0013626383650781853, 0.0013125698564441077, 0.0012005303537340037, 0.0011702024078528797, 0.0012126895682221012, 0.0012380416322100376, 0.0012524095447068767, 0.0012610210022622986, 0.0011520527436264924, 0.001103956560005567, 0.0011159799843361335, 0.0011176164012535342, 0.0012226073470498835, 0.001124315512632685]"
MaskedAutoencoderModel,Bottle,512,0.01,40,"[0.04274936206638813, 0.018675386905670166, 0.009532281197607517, 0.005838319659233093, 0.00541680702008307, 0.0035973989870399237, 0.0035041727824136615, 0.003436380997300148, 0.0027237009489908814, 0.0025751233333721757, 0.0027592205442488194, 0.002472398802638054, 0.003219038131646812, 0.0023418590426445007, 0.0022125353571027517, 0.002267193514853716, 0.00236142217181623, 0.00213672430254519, 0.002009029733017087, 0.0019242428825236857, 0.0019723608857020736, 0.0018682979280129075, 0.0020084885181859136, 0.001830071210861206, 0.002082411083392799, 0.0018261073273606598, 0.0017081331461668015, 0.0017832312150858343, 0.001859682670328766, 0.0018271934823133051, 0.0016756235272623599, 0.0016709850751794875, 0.0017711602267809212, 0.0017183730378746986, 0.0017562508583068848, 0.0014940578257665038, 0.0015889827045612037, 0.0016621883260086179, 0.0015445803292095661, 0.0020499322563409805]","[0.12117672791438443, 0.02731000871530601, 0.011650204791554384, 0.006600210110523871, 0.004519949766940304, 0.0042623374278524095, 0.00338325636195285, 0.0030712627672723363, 0.002997313310126109, 0.0024915201689249705, 0.002507649761225496, 0.002420023682394198, 0.0023121165244707038, 0.0025808831809886862, 0.002133477171550372, 0.0019535708207903163, 0.0019434734214363353, 0.00191123756979193, 0.001861172420571425, 0.0017602221840726478, 0.0017395817807742528, 0.001696232323800879, 0.0017089677276089787, 0.0017047103860282473, 0.0016602206908698594, 0.001621278069381203, 0.0016405020391435496, 0.0015690466139598616, 0.001567439001519233, 0.0016257132436814053, 0.0015566848368117852, 0.0014829223842493125, 0.001433752169499972, 0.0014539464443389858, 0.0014235474684807872, 0.0014803691384648637, 0.0013993709082049982, 0.0013824092290763343, 0.0013328376808203757, 0.0013258676210950529]"
MaskedAutoencoderModel,Capsule,64,0.0001,40,"[0.08607404306530952, 0.061201877892017365, 0.0474909245967865, 0.0322794895619154, 0.025968573056161404, 0.023771295323967934, 0.021300431340932846, 0.015714524313807487, 0.008289177436381578, 0.004834230290725827, 0.0037281877594068646, 0.0032806136878207326, 0.002530611236579716, 0.00228015158791095, 0.0021260573994368315, 0.002001897490117699, 0.001779783284291625, 0.0019033414428122342, 0.0016739493003115058, 0.001494906668085605, 0.0014508487074635923, 0.0013365785707719624, 0.0013673146022483706, 0.00123859872110188, 0.0013056907337158918, 0.001135599275585264, 0.0011028225417248905, 0.0010604727431200445, 0.0014163076994009316, 0.0010068813862744719, 0.000998972449451685, 0.0009257691272068769, 0.0010519731149543077, 0.0008994584495667368, 0.0008739221084397286, 0.000811643636552617, 0.0008521548588760197, 0.0008082736458163708, 0.000762552983360365, 0.0007653097272850573]","[0.09300128743052483, 0.07368710903184754, 0.05670788777726037, 0.03950150151337896, 0.02866100785987718, 0.024653833891664232, 0.02252853142895869, 0.01909345601286207, 0.011847235395440034, 0.006529643200337887, 0.004337211621792189, 0.0034863389196938704, 0.002904359683660524, 0.0024150606311325517, 0.0023289205107305732, 0.0020376824541017413, 0.0019295662807832872, 0.0019002459261433355, 0.0017108157210584199, 0.0015903748405565108, 0.001477700683088707, 0.001403191459498235, 0.0013550637689019953, 0.00137451255328155, 0.0012745065864042512, 0.001248691272589245, 0.0012232895408357894, 0.0011381985345256648, 0.0011248443541782244, 0.001127758641294869, 0.0011493152165452816, 0.000996057750723724, 0.0009188111829904041, 0.0009689308520007346, 0.0010045960994570383, 0.0008457986613003803, 0.0008573526616341301, 0.0008333131138767515, 0.0008125920181295701, 0.0008003597280808858]"
MaskedAutoencoderModel,Capsule,128,0.0001,40,"[0.07865359261631966, 0.057168809697031975, 0.03813754953444004, 0.027651788666844368, 0.0248630428686738, 0.02277090586721897, 0.017737136222422123, 0.008147300686687231, 0.0046279942616820335, 0.0036810695892199874, 0.0027463064761832356, 0.002461410593241453, 0.0026563795981928706, 0.002018140337895602, 0.0028192008612677455, 0.001960829074960202, 0.001889524282887578, 0.0016987240524031222, 0.00148553162580356, 0.0014171498478390276, 0.0013480238849297166, 0.0012590111582539976, 0.0012822587159462273, 0.0011714021093212068, 0.0012429557973518968, 0.0011073672794736922, 0.000993052584817633, 0.0009641014039516449, 0.0009907474159263074, 0.0009516118152532727, 0.001017620787024498, 0.0008399344806093723, 0.0009950631356332451, 0.0007874149596318603, 0.0007614774513058364, 0.0008760582422837615, 0.0007136253989301622, 0.0007860086334403604, 0.0006832853541709483, 0.0008379418577533215]","[0.08977925990309034, 0.06687338756663459, 0.04922184507761683, 0.031932192987629344, 0.0259581453033856, 0.023743203708103726, 0.020513785736901418, 0.012916347211492913, 0.0062491602064775565, 0.0038797520766300814, 0.0031529542258275406, 0.0026132287457585335, 0.0023885732849261592, 0.0022327565820887685, 0.0020313369376318796, 0.0022374027092675014, 0.002186619127834482, 0.0017566499965531485, 0.001628505390337003, 0.0014748753331202482, 0.001398499813928668, 0.001341737066728196, 0.0012863957256610905, 0.0012001901216405844, 0.001271497890619295, 0.0011516260274220258, 0.0011328982779689664, 0.0010075657379015215, 0.0009435980838523912, 0.0011023042482390469, 0.0009670009728454586, 0.0008803111476091934, 0.000842296248135556, 0.0008108162354411823, 0.0007819476554037205, 0.0008281547093896993, 0.000799390666153548, 0.0007519377478664475, 0.0007368460231061492, 0.0007431718570712421]"
MaskedAutoencoderModel,Capsule,256,0.0001,40,"[0.08336863294243813, 0.057220373302698135, 0.03301343321800232, 0.024665504693984985, 0.022348021157085896, 0.019305492751300335, 0.0115360701456666, 0.005591177381575108, 0.003507888177409768, 0.0026611705543473363, 0.00237461703363806, 0.0020979909459128976, 0.001947039447259158, 0.0018729661242105067, 0.0015499928849749267, 0.0014540503034368157, 0.0013865592190995812, 0.0013133116299286485, 0.001200639468152076, 0.00131318811327219, 0.0011967098689638078, 0.0010593842307571322, 0.0009847531327977777, 0.0009922566823661327, 0.0009123719064518809, 0.000979055097559467, 0.0008878505032043904, 0.0008371069852728397, 0.0008430928864981979, 0.0007510465511586517, 0.0008165256003849208, 0.0007120857480913401, 0.0008149207860697061, 0.0009753511403687298, 0.0006680611404590309, 0.0006605451926589012, 0.0009351129119750112, 0.0006133456481620669, 0.0006359147082548589, 0.0009684520482551306]","[0.098135913589171, 0.07157548091241292, 0.04683045271251883, 0.028354647436312268, 0.023277027931596552, 0.020680397482854978, 0.015964737960270474, 0.008370798214205675, 0.004625159581857068, 0.003190620586143008, 0.0028554403356143405, 0.0022694274417257737, 0.0020240580197423697, 0.001938208280729928, 0.0017811163561418653, 0.0015818450067724501, 0.0015230045953233326, 0.00141242312799607, 0.00126336732812758, 0.0011814449930430523, 0.0012067012971134058, 0.0011288509828903312, 0.0010355684457213751, 0.0009869708571516509, 0.0009457718863684152, 0.001049854771866064, 0.000904332152068881, 0.0008510849064415586, 0.0008368565925463502, 0.0008100743247528694, 0.0008145666631337788, 0.0007355294448123979, 0.0007123413628765515, 0.0007041883530161742, 0.0008297741795623941, 0.000710665643314964, 0.0006953696761879005, 0.0007141120440792292, 0.0006156302739067801, 0.0006606884541854795]"
MaskedAutoencoderModel,Capsule,512,0.0001,40,"[0.07313639670610428, 0.04739944636821747, 0.028335037641227245, 0.02359497081488371, 0.013480273075401783, 0.006384792737662792, 0.00412842514924705, 0.002731895656324923, 0.0022447993978857994, 0.0019657989032566547, 0.0017216535052284598, 0.0016757453558966517, 0.0017288614180870354, 0.001527109241578728, 0.001299613737501204, 0.0011988271726295352, 0.0013281519059091806, 0.0011140266433358192, 0.0009725689305923879, 0.0009246371337212622, 0.0008884988492354751, 0.0010896992753259838, 0.0014766310341656208, 0.0008295661536976695, 0.000764104159316048, 0.0007522039813920856, 0.00102987649734132, 0.0007310681976377964, 0.000688083004206419, 0.0009857859986368567, 0.0007133644539862871, 0.000645102234557271, 0.0006485071207862347, 0.0006217807822395116, 0.000705808139173314, 0.0005943692813161761, 0.0006100867176428437, 0.0005790099094156176, 0.0006620570784434676, 0.000579046958591789]","[0.08847027963825635, 0.06255089943962437, 0.03590552655181715, 0.026065214537084103, 0.018900219683668444, 0.009483514919078775, 0.005162137311084994, 0.00338856312113681, 0.002714952769955354, 0.0023090398837147014, 0.001905006414745003, 0.0016915822717627244, 0.0015881047500962658, 0.001448531576897949, 0.0013798513848866736, 0.001355762019686933, 0.0012437234233532632, 0.0011190322568706637, 0.0010346647302087928, 0.0009474871455625232, 0.0009138353468318071, 0.0008846640703268349, 0.0011147255427204072, 0.0010369407869542816, 0.0008130974934569427, 0.0007852681031051491, 0.0007692730328666844, 0.0008300051059839981, 0.0007790089875925332, 0.0007770385252245303, 0.0007897851922150169, 0.0006972446239420346, 0.0006323652134077358, 0.0006256244856298768, 0.0006918805801043553, 0.0006010526579172749, 0.0006343940830057753, 0.0005939607612422801, 0.0005890576534771494, 0.0006014354273377519]"
MaskedAutoencoderModel,Capsule,64,0.001,40,"[0.035004980862140656, 0.024780578911304474, 0.019738110713660717, 0.007415971718728542, 0.003097011591307819, 0.0024662120267748833, 0.0022924161748960614, 0.0012759987730532885, 0.0009065496269613504, 0.0007229449402075261, 0.000636358541669324, 0.0005582187150139362, 0.000591498683206737, 0.0011574751697480679, 0.00047993779298849404, 0.0009294463088735938, 0.00047991790052037686, 0.0008655990241095424, 0.0007719683344475925, 0.0007141413516364992, 0.0006465762562584132, 0.0004453705041669309, 0.0006727751169819385, 0.00042799513903446496, 0.0004566690040519461, 0.0004943928070133552, 0.0004399447498144582, 0.00044378994789440185, 0.0004986614221706986, 0.0004471460706554353, 0.00045063871948514134, 0.00038988863525446504, 0.000385603285394609, 0.00037729134783148766, 0.00040987237298395485, 0.0004048899718327448, 0.0003983921342296526, 0.00037023326149210334, 0.0003616797475842759, 0.0003801593848038465]","[0.061854475044778416, 0.02730210897113596, 0.021704638775970255, 0.016061970298843726, 0.0054392132775059766, 0.0031130289093458225, 0.0023461812774517705, 0.0017359440264824247, 0.001081315696605348, 0.0008219898320801024, 0.0006485243336231049, 0.0006272569319532652, 0.0006102167805823098, 0.0006277343740553728, 0.0006469624308270536, 0.0005945472221355885, 0.0006156133042947788, 0.0004957635225894462, 0.000634724843881226, 0.0005642501574974241, 0.0005473544338851102, 0.0004498198998460014, 0.0004703783238905349, 0.000548122456945878, 0.0004192773132152589, 0.00042067041171581617, 0.0004526841304531055, 0.0004677060538337433, 0.0004216090268788061, 0.0004021278748820935, 0.0003923109678518293, 0.0003967886482964137, 0.00038964859725508304, 0.0003995866739257638, 0.0003761151830466198, 0.00042637146543711424, 0.0004379940468684903, 0.00039910056511871517, 0.00035616794152052274, 0.0003512832252973957]"
MaskedAutoencoderModel,Capsule,128,0.001,40,"[0.030452633276581764, 0.02471165359020233, 0.020324538461863995, 0.003944330499507487, 0.002431526663713157, 0.001765068096574396, 0.0010950236464850605, 0.0008485073340125382, 0.0006223284581210464, 0.0008246068318840116, 0.0007254205702338368, 0.0004907002294203267, 0.0005560383142437786, 0.00044488800631370395, 0.0009205296810250729, 0.00042541885341051966, 0.0004965105908922851, 0.00046892190584912896, 0.0006010828947182745, 0.0007562755199614912, 0.00043796606769319624, 0.000359072262654081, 0.0003579831391107291, 0.0003734497295226902, 0.0003505811037030071, 0.00034426600905135274, 0.0003354748332640156, 0.000469329534098506, 0.0004830159596167505, 0.00041637073445599526, 0.0003651701845228672, 0.00035525456769391894, 0.00033179164165630937, 0.00032425770768895745, 0.00030267206602729857, 0.00033797568175941706, 0.000352309929439798, 0.00032372152782045305, 0.0003006015467690304, 0.00031003316689748317]","[0.0568373261817864, 0.027801478015525, 0.022778859628098353, 0.010238510822611195, 0.0032161529109414133, 0.002227269936286445, 0.0015456150867976248, 0.0009371578635182232, 0.0007785388526307153, 0.0006806540103363139, 0.0006595356202784128, 0.0005577228481083044, 0.0005597270542888769, 0.000476555065168733, 0.0004937496622525421, 0.0005695383110183424, 0.000463328293075652, 0.0004208489055080073, 0.0005801426845469645, 0.00047952905047817955, 0.0004542278890897121, 0.00037007192440796643, 0.0003593935668634783, 0.000387471923854069, 0.0003861585199566824, 0.0003509060978623373, 0.00034749758820648173, 0.00033835462402618887, 0.00034725993256350715, 0.0003657217499234581, 0.00032795134029584005, 0.0003210641038354619, 0.00031033654210789664, 0.00030255549894978425, 0.00028779102285625413, 0.00029565327401672093, 0.0003339465807325074, 0.00030652813023022773, 0.00028612879499892836, 0.0002812100075451391]"
MaskedAutoencoderModel,Capsule,256,0.001,40,"[0.038840530440211296, 0.025926413014531136, 0.02231045812368393, 0.005193610908463597, 0.0028991041472181678, 0.0018689237185753882, 0.0012716296478174627, 0.0009211879805661738, 0.0008203666366171092, 0.0006326123548205942, 0.0006872332305647433, 0.0009882714657578617, 0.0005223505140747875, 0.0005500850384123623, 0.000763234100304544, 0.0009907271014526486, 0.0006639803177677095, 0.0004424160724738613, 0.0005570021749008447, 0.00040813907980918884, 0.0005008260632166639, 0.00047118258953560144, 0.00037985089875292033, 0.0004051910655107349, 0.00037201201485004276, 0.0003649614955065772, 0.00047931118751876056, 0.000359857440344058, 0.0003392974758753553, 0.0004078257188666612, 0.0003995634615421295, 0.0003687234129756689, 0.0005700548645108938, 0.0003420332941459492, 0.00031623868562746793, 0.00032982579432427883, 0.0003062579926336184, 0.0003055602719541639, 0.0003096646105404943, 0.00029724082560278475]","[0.06897456544850554, 0.030919906018035754, 0.024424660418714796, 0.014913188759237528, 0.0038250009695600185, 0.00238354826745178, 0.001863214553200773, 0.001339469728658774, 0.0009302735852543265, 0.0006736293559827443, 0.0005902449899752225, 0.0007412807213508391, 0.0007155813696694427, 0.0005091289453308231, 0.0005434309090820274, 0.0007314971257333777, 0.0008214385847428016, 0.0005113721500882613, 0.0004166722168780065, 0.0004415534390968138, 0.0004170626218962882, 0.00040729378607855845, 0.0003857412978374798, 0.0003897829904287521, 0.0003719591934766088, 0.0003681294121114271, 0.000359217484531525, 0.0003995130807327639, 0.0003567919068570648, 0.00037963140182130573, 0.0003671239683171734, 0.00039099010921615573, 0.0003797370196220332, 0.00034711136790325066, 0.00031033720318061696, 0.0003083849005633965, 0.00030147391537736567, 0.0002987283161408933, 0.0002958618663667169, 0.0002957541426959714]"
MaskedAutoencoderModel,Capsule,512,0.001,40,"[0.03513428382575512, 0.02529297210276127, 0.018476253375411034, 0.0035316753201186657, 0.0022537943441420794, 0.0016740411520004272, 0.001207629800774157, 0.0012652779114432633, 0.0006254182080738246, 0.000579883751925081, 0.0004967560234945267, 0.00045644270721822977, 0.00043114156869705766, 0.000421207383624278, 0.00042539335845503956, 0.0007082415395416319, 0.00060053970082663, 0.0009391495841555297, 0.000530671575688757, 0.0004394641291582957, 0.0003595345770008862, 0.00037682498805224895, 0.00048747951223049313, 0.00036904876469634473, 0.0003930280654458329, 0.00043893961992580444, 0.00033462092687841505, 0.0003322241682326421, 0.00032848694536369294, 0.00031946423405315727, 0.000329938338836655, 0.00032070072484202683, 0.00035737847792916, 0.0003525731881381944, 0.0003276604984421283, 0.0003036966372746974, 0.00030650367261841893, 0.000304069064441137, 0.00037199287908151746, 0.0002981339785037562]","[0.06691558552639824, 0.029648680639054095, 0.022896903433970044, 0.008240670431405306, 0.003012057759666017, 0.00208136419366513, 0.0015328331251761743, 0.0012669230969290116, 0.0007818861257484448, 0.0006229530637418586, 0.0005698624279050689, 0.00048794906719454696, 0.00048376798388614716, 0.00044190387000396313, 0.0004536388358766479, 0.000511186068511701, 0.0004540578956948593, 0.0005631458916468546, 0.0006431273359339684, 0.00046495305183010975, 0.0004463152727112174, 0.0003500068144473646, 0.00036933332739863545, 0.00036836065659632107, 0.0003364021561407883, 0.00034523732028901577, 0.00033944313431025615, 0.00032372057155173806, 0.00031609920136231395, 0.00031357119379598383, 0.00032529896270716563, 0.0003110767055269597, 0.0003141632207968671, 0.0003174528745668275, 0.0003050800577122053, 0.00029629220495865283, 0.00029390910224589916, 0.0003020002217713876, 0.00029439099515522163, 0.00030105506968019266]"
MaskedAutoencoderModel,Capsule,64,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16554999670812062, 0.1710984089544841, 0.17114838319165365, 0.17119407653808594, 0.1711510026029178, 0.17105333187750407, 0.17100932555539267, 0.17111022557531083, 0.1710805403334754, 0.17105471662112645, 0.17105029416935785, 0.1711495816707611, 0.1710019995059286, 0.17100519686937332, 0.17104410167251313, 0.17108619958162308, 0.17103638180664607, 0.17109769050564086, 0.17102341247456415, 0.171039916574955, 0.17108276379959925, 0.17110216936894826, 0.17105748397963388, 0.17111612962824957, 0.17112518421241216, 0.17119685666901724, 0.1711973643728665, 0.17113488273961203, 0.17106301550354278, 0.171037067260061, 0.17112188786268234, 0.17106624692678452, 0.17114035465887614, 0.17113152146339417, 0.17112188466957637, 0.17108133009501866, 0.17114967852830887, 0.1711347528866359, 0.17102204795394624, 0.17096905729600362]"
MaskedAutoencoderModel,Capsule,128,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16505866550973483, 0.17104620060750417, 0.17119685028280532, 0.17107894271612167, 0.1710480068411146, 0.17112101082290923, 0.171095039163317, 0.1710543291909354, 0.17113582896334784, 0.17110696754285268, 0.17102863213845662, 0.1713010168501309, 0.17101508166108811, 0.17110477600778853, 0.17116665414401463, 0.17101785966328212, 0.17103907146624156, 0.1710819804242679, 0.170974534537111, 0.17112564721277781, 0.1710277572274208, 0.17109087322439467, 0.17111793054001673, 0.1709627296243395, 0.17108944484165736, 0.17108697976384843, 0.17102527086223876, 0.17107497049229486, 0.17117440381220408, 0.1710237456219537, 0.17117038475615637, 0.17109275502817972, 0.17110994777509145, 0.17113350544657027, 0.17114424492631639, 0.17098495151315415, 0.1711407027074269, 0.17108154190438135, 0.17089042173964636, 0.1711160306419645]"
MaskedAutoencoderModel,Capsule,256,0.05,40,"[0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758, 0.17461194097995758]","[0.16476407381040709, 0.1710239201784134, 0.17115437878029688, 0.17113676347902843, 0.1710587739944458, 0.17109445482492447, 0.17109661868640355, 0.17110714742115565, 0.1711449357015746, 0.17111940788371222, 0.17111983682428086, 0.17097722632544382, 0.17115185409784317, 0.17110114863940648, 0.17111781984567642, 0.17104241784129823, 0.1710334217974118, 0.17114469834736415, 0.17106769979000092, 0.1710237871323313, 0.17112217098474503, 0.17110809364489146, 0.17113089667899267, 0.17119803066764558, 0.17107540794781276, 0.17102632458720887, 0.17110704204865865, 0.171137663934912, 0.17112038603850774, 0.17105570435523987, 0.1710468786103385, 0.17113945846046721, 0.17110353388956615, 0.1710357101900237, 0.17103749407189234, 0.17099067568778992, 0.17109017499855586, 0.1710148240838732, 0.17110917504344667, 0.17104000917502812]"
